	R100	R101	R102	R103	R104	R105	R106	R107	R108	R109	R10	R110	R111	R112	R113	R114	R115	R116	R117	R118	R119	R11	R120	R121	R122	R123	R124	R125	R126	R127	R128	R129	R12	R130	R131	R132	R13	R14	R15	R16	R17	R18	R19	R1	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R2	R30	R31	R32	R33	R34	R35	R36	R37	R38	R39	R3	R40	R41	R42	R43	R44	R45	R46	R47	R48	R49	R4	R50	R51	R52	R53	R54	R55	R56	R57	R58	R59	R5	R6
3502_c00068_vamb256_MEGAHIT.k21-141.HFi_501	2.84636	8.68533	0	38.3926	10.8532	8.14189	2.33201	46.3051	0	1.31445	5.65135	0	4.01559	5.53277	1.54312	1.98642	1.26656	6.43596	9.09989	2.08474	15.6218	0	21.0227	1.27237	2.24065	77.3971	2.22657	5.37944	7.19058	68.3708	11.082	3.23806	114.727	33.485	37.4039	30.1958	11.1826	22.4709	1.16135	11.6493	6.32694	3.50714	1.36517	1.57446	6.48366	4.97738	28.0853	18.1891	16.4111	1.67172	2.72673	21.4314	1.80113	9.44925	5.67465	78.6545	2.63702	6.4276	0	89.8401	81.4478	2.56313	2.39875	6.41734	7.28254	41.3295	74.7225	2.82167	7.77556	51.8874	64.6741	7.141	2.99929	3.08162	4.98353	6.94995	16.8513	97.9572	0	0	26.0855	0	0	2.96427	138.768	158.411	4.43307	0	5.2584
3503_c00069_vamb256_MEGAHIT.k21-141.HFi_501	10.8646	4.17246	9.49181	16.7113	9.08479	6.02615	5.70973	23.2563	4.38187	3.74099	4.54374	3.22715	6.05036	19.4517	5.03762	10.4754	5.08893	23.5083	21.7969	8.56663	7.84588	6.44706	10.5584	4.54422	25.8828	16.9443	6.70965	8.10534	6.66723	60.4355	25.6026	4.97452	15.8665	9.34308	12.3986	14.0824	6.73965	4.10395	13.1238	54.6064	8.66627	10.9209	2.3312	5.2717	11.272	17.4989	9.40377	72.2518	44.7439	7.34662	6.06485	0	3.1661	2.53107	7.77282	13.3534	5.76515	1.07606	0	14.4388	2.27257	19.0521	9.93915	4.02879	66.8814	11.5318	0	2.26744	52.7197	8.68665	12.6319	0	6.52755	9.28628	9.678	3.49055	86.1056	0	0	7.95492	31.0149	5.0626	3.37815	0	3.83645	19.1713	23.5369	17.3807	14.5253
3504_c00070_vamb256_MEGAHIT.k21-141.HFi_501	9.77133	1.54456	4.76242	0	56.5215	4.0455	2.79134	7.18068	0	1.66732	2.4654	2.69864	22.2618	13.9425	4.47187	3.85872	16.7659	15.9234	7.06801	4.61529	10.3868	4.313	23.8964	2.56501	46.2994	10.002	4.32836	6.8883	3.90487	25.4987	21.158	4.22385	16.3302	19.7268	16.809	17.1059	9.01751	10.2956	5.12041	51.3229	4.05833	6.72003	1.66399	4.05813	3.77229	11.1913	9.43655	54.237	59.8662	0.842543	2.55219	7.20089	1.36163	4.19132	5.2104	8.29689	4.69075	1.83389	5.79673	18.1113	11.7659	5.68385	3.77793	1.61712	39.9306	0	11.5874	0	29.4352	15.9586	18.1084	8.32049	0	0	4.74325	2.53219	24.4186	6.47464	0.934263	10.6435	13.0026	2.96614	9.95909	2.98795	8.31293	9.61903	16.6295	8.72057	11.2631
3505_c00071_vamb256_MEGAHIT.k21-141.HFi_501	0.575733	3.39942	14.335	9.27527	12.9016	5.5537	1.62144	30.7003	4.41185	5.44676	21.1632	0	44.6726	5.66131	0.197298	1.25561	5.25232	0.593406	2.84586	1.15188	3.15982	23.8009	0	0.729191	14.8435	9.15689	1.44762	0.418504	2.23838	4.27066	2.24213	0.588262	0	12.9738	8.65608	9.98824	0	0	0	3.92709	1.74573	0	0.709004	1.0694	1.26101	0	0	1.67232	0	0	0	4.93709	0	0	0	0	0.156883	1.63013	5.95032	8.66126	1.14406	0	0.151623	0	1.05216	0	2.90654	0	0	2.18652	5.45071	3.61104	1.52386	16.1054	1.34413	1.64269	1.48195	6.4963	0.93907	27.0031	3.28325	0	17.7035	0	0	15.5483	1.29029	17.5958	1.11408
3506_c00072_vamb256_MEGAHIT.k21-141.HFi_501	218.235	0.572947	0	0	0	0.288962	162.905	0	0	5.12672	10.0896	0.54161	0	0	55.6058	21.5997	0	165.708	198.957	372.085	0	0	0	118.259	0	5.01849	129.339	18.8354	36.9262	52.5585	168.14	8.86254	0	6.77403	6.05344	2.91813	0	0	124.52	227.804	10.4721	34.0561	1.25222	203.846	38.8448	207.257	0	31.7787	26.0853	42.6974	37.4318	0	1.36638	5.09746	5.21806	0	184.991	0	0	0	0	28.5185	200.778	0	173.632	0	0	1.71244	215.298	0	0	0	2.0225	0	91.8412	1.63194	530.614	0	0	0	27.4622	0	0	0	0	0	323.492	0	393.148
3507_c00073_vamb256_MEGAHIT.k21-141.HFi_501	6.3926	0.385499	0	0	0	0.583268	2.52941	0	0	0.111826	0.118407	0	0	0	0.59074	0.760453	0	13.1404	2.8583	5.03021	0	0	0	2.30911	0	0	1.9483	1.47855	2.25869	12.5631	5.65651	0.777785	0	2.27892	1.52736	3.66981	0	0	3.55682	10.5705	0.587165	2.86431	0.278736	1.78585	1.78202	5.08118	0	4.22009	7.18002	2.98667	1.19302	0	0.459676	0	1.05326	0	2.3754	0	0	0	0	1.04663	1.37743	0	18.0548	0	0	0.57609	15.8748	0	0	0	0.510301	0	5.42666	2.02714	20.9421	0	0	0	9.23875	0	0	0	0	0	5.81854	0	8.27562
3508_c00074_vamb256_MEGAHIT.k21-141.HFi_501	4.75639	0	0	0	0	0.745889	3.19658	0	0	8.12302	6.4204	1.67762	0	0	3.42474	0.778005	0	4.27746	9.50351	3.76061	0	0	0	2.21467	0	0	2.15936	1.08049	2.88856	9.28239	5.78694	1.59145	0	11.269	6.25039	5.2564	0	0	1.81949	37.8488	0	2.93048	0.142587	0.913502	2.08358	2.59918	0	47.4916	58.7651	1.3096	1.22059	0	2.35141	0	2.69387	0	2.91636	0.559397	0	0	0	4.28305	1.09604	0	26.0767	0	0	0.589363	40.6006	0	0	0	1.56619	0	2.77594	0.648101	48.2055	0	0	0	6.67184	0	0	0	0	0	13.8898	0	3.88992
3509_c00075_vamb256_MEGAHIT.k21-141.HFi_501	0.595265	0	0	0	0	0	0.152401	0	4.56156	2.52003	1.698	0	0	2.893	0.605094	0	1.3244	0.611801	0.731918	0.990823	0	2.23712	0	0.295644	7.02857	0	0	0.216358	0	0	1.73817	0	5.21602	13.2278	9.77799	9.02183	0	0	0.607227	1.35337	0	0	0	0.18292	0	1.30115	0	0.864522	1.63433	0	0.203677	0	0	1.31734	0	0	0	0	0	1.25256	0	1.07205	0	0	0	0	0	0	1.01623	0	1.87857	0	0	0	0	0	1.53217	3.3583	0	11.0419	0	0	0	0	0	0	0	0	0.229094
3510_c00076_vamb256_MEGAHIT.k21-141.HFi_501	39.0002	2.98507	2.48984	2.69759	3.81526	3.91418	16.1294	5.63132	0	6.91768	11.9658	5.07899	0	0	22.1601	18.5818	4.00483	37.0003	30.2473	22.3709	4.93955	0	0	12.3668	2.36149	4.19088	11.9016	15.2657	19.8227	26.6612	38.5441	8.30512	3.50506	17.6468	21.2886	20.4609	0	0	22.3405	45.0161	3.03103	17.7444	4.3169	13.0906	30.4891	33.225	0	155.985	82.3671	15.6394	11.0863	0	4.74597	4.64735	8.15573	2.33549	12.5902	1.12905	0	2.52507	7.1537	21.6117	10.1129	2.53627	131.579	4.83986	0	5.35288	117.795	0	1.89354	0.940831	3.1611	0	20.3102	3.9243	95.7503	8.46257	0.976921	0	19.0769	0	0	0	1.34196	4.02336	72.0885	0	15.2405
3511_c00077_vamb256_MEGAHIT.k21-141.HFi_501	0.608961	0	0	0	2.07535	1.22233	1.55906	0	0	0.468746	0.372234	0	0	0	1.03169	0.796877	0	1.87763	0	1.82447	0	0	0	2.26829	2.47776	0	0.510395	1.32805	0	1.46264	1.18543	0.407504	3.69419	1.61486	4.45404	2.69199	0	0	0	1.38445	1.2305	0.383083	0.415634	0.748498	0.282797	1.77479	0	7.9597	4.17984	0	0.208373	0	0	0.673804	2.20732	0	0.531047	0	0	0	0	0	0.160373	0	3.33855	0	0	0.603633	10.3957	0	3.97116	0	0	0	1.06622	0.132764	5.48587	0	0	0	1.13892	0	0	0	0	0	0.677451	0	1.40616
3512_c00078_vamb256_MEGAHIT.k21-141.HFi_501	63.4491	1.05441	45.57	17.8288	199.655	6.58216	19.9928	57.2596	9.35038	9.39229	5.22092	51.0686	81.7632	65.2347	53.7474	3.19341	23.0755	10.0326	35.2558	198.219	6.69676	11.4641	0	20.6039	70.8336	30.8426	15.1697	2.66101	7.7068	326.77	20.7835	0.612387	29.403	23.2536	22.1193	21.6019	26.3681	10.9474	52.5904	22.1922	1.84917	3.00718	5.12114	24.9336	4.00883	4.88969	20.0683	28.3535	15.9128	10.5273	5.21898	15.314	1.2362	2.02515	49.7565	11.8741	31.59	0	33.9012	17.9725	18.1848	5.4937	27.6352	3.43846	33.4472	9.84227	27.7187	0	57.2819	11.5851	9.6269	0	4.8213	13.2103	12.1712	1.59574	66.7373	29.2561	3.97338	28.2929	75.8782	13.505	10.8143	19.0633	2.72912	32.7282	63.7983	49.4476	138.293
3513_c00079_vamb256_MEGAHIT.k21-141.HFi_501	11.2861	22.3118	20.3869	6.90244	68.291	23.292	4.87393	21.1337	18.8242	5.34428	9.18396	5.77584	43.3169	62.6812	2.50042	5.89462	27.3268	22.1778	12.1546	5.4203	10.1114	32.3113	6.80548	3.64063	109.972	32.1169	3.94614	3.44214	11.9349	56.5823	11.3569	3.70012	26.1199	17.5018	13.8584	24.6906	7.23882	8.81576	3.7589	67.0149	3.10226	4.91895	2.87086	5.09506	5.11136	5.81684	5.05022	30.3243	25.2912	5.18571	4.8332	28.2611	0.971518	3.89253	2.22598	10.7574	4.30115	1.15558	0	19.3833	10.9829	8.29489	4.11963	4.32639	36.1117	4.9544	77.504	2.43493	55.5622	0	29.0713	1.92593	3.23539	43.2167	7.18713	19.2954	86.1447	25.9845	2.9997	28.4798	38.4747	10.8754	29.0289	19.1893	10.9901	20.5902	18.4459	15.5542	8.69408
3514_c00080_vamb256_MEGAHIT.k21-141.HFi_501	64.5118	0.407558	0	0	0	0.616616	4.7189	0	0	3.4288	1.8778	2.88927	0	0	14.1563	5.09198	0	409.189	187.344	9.61273	0	0	0	2.13595	0	2.14213	3.77632	6.47626	15.5226	3.6892	56.2127	3.90585	0	4.82856	2.42216	3.88009	0	0	4.07404	124.315	0.620741	5.67836	0.294707	5.09743	10.7658	12.5344	0	124.923	45.5453	7.21826	2.94332	0	2.42993	4.75868	10.5783	0	4.01856	2.31223	0	0	0	8.29875	2.91248	0	184.136	0	0	4.26312	137.397	0	0	0	3.23689	0	3.94438	0.2679	340.786	0	0	0	2.87271	0	0	0	0	0	53.313	0	7.32996
3515_c00081_vamb256_MEGAHIT.k21-141.HFi_501	0	0.642327	0	0	0	1.64704	2.20249	1.92244	0	1.06584	0.25053	0	0	0	1.25011	3.48453	0	1.26695	3.79783	0.409821	0	0	0	0.610367	0	0	0.858389	1.78683	0	1.51424	1.19654	1.02801	0	6.43928	6.57678	5.91119	0	0	0	2.79402	0	0	0.151005	2.07705	0.269186	5.37272	0	3.56978	3.37818	0	0.210368	0	0	0	0	1.19601	0.167466	0	0	0	0	1.10667	3.56026	0	1.12295	0	0	0	4.19598	0	0	0	0	0	1.076	0.539736	2.37243	0	0	0	1.75404	5.44109	0	0	0	0	0	0	0.710008
3516_c00082_vamb256_MEGAHIT.k21-141.HFi_501	4.32395	0	0	0	0	0.75563	3.59327	0	0	2.02083	3.02846	1.74288	0	0	1.67442	7.01303	0	10.7927	12.9112	1.43938	0	0	0	0.766945	0	0	1.55318	2.46976	0	13.1881	1.80368	3.51353	0	7.78527	8.77786	10.1807	0	0	0.945234	15.4473	0	4.1866	0.592593	4.55543	2.70594	8.10123	0	7.17707	6.7838	0.226789	0.709442	0	0	1.36693	0.559751	0	1.68344	0.581167	0	0	0	5.00606	4.55493	0	2.25765	0	0	0	10.5447	0	0	0	2.71193	0	1.81266	1.48139	14.2358	0	0	0	3.81409	0	0	0	0	0	5.15871	0	4.51673
3517_c00083_vamb256_MEGAHIT.k21-141.HFi_501	4.42021	0.837752	0	1.41946	0	1.90117	3.23323	0	0	7.04833	33.5816	0	0	0	2.99547	1.65268	0	12.331	8.54007	5.67536	1.73284	0	0	3.4496	0	0	3.35196	3.90196	6.13626	26.5406	19.6675	4.43685	0.922232	31.3669	25.3092	21.1363	0	0	6.11996	25.8392	1.27593	4.66904	11.2074	2.91046	3.87268	8.28156	0	35.7661	15.6034	8.81032	3.24131	0	2.9969	1.39732	1.71662	0	5.85138	0	0	0	0	6.2547	4.15743	0	20.7709	0	0	1.87772	16.1684	0	0	0	2.77227	0	16.2158	1.23905	39.8184	0	0	0	18.8957	0	0	0	0	0	10.5372	0	9.96339
3518_c00084_vamb256_MEGAHIT.k21-141.HFi_501	3.20876	10.8657	0	17.3109	30.1754	16.325	3.61449	8.74968	39.3434	3.94448	11.1543	3.62127	12.4784	9.35852	4.8727	1.67964	4.14373	16.4894	14.2022	2.99068	0	11.7464	11.8494	2.07158	43.3447	21.1455	3.94449	4.88006	10.6447	83.5906	14.3663	3.00611	4.68637	30.7509	41.952	31.8749	9.30993	4.60656	5.56515	16.0476	16.7015	5.0509	2.43945	1.57752	3.57249	7.48137	21.1117	41.9412	30.8345	5.18407	3.29426	5.37012	5.58391	7.81033	5.81531	12.0282	2.79857	2.41508	9.72659	12.207	12.7524	8.66812	2.93769	0.904177	12.9001	0	9.71879	6.36098	17.5268	4.87462	38.6141	0	3.9444	10.422	7.5549	17.9662	32.2082	9.59104	21.9434	3.92046	44.0085	2.84146	3.79235	0	13.725	34.2229	12.8508	9.75222	10.8623
3519_c00085_vamb256_MEGAHIT.k21-141.HFi_501	96.0639	6.95425	426.593	99.094	160.957	12.5459	27.6249	413.75	181.522	33.6847	60.4661	12.9944	452.83	594.933	18.9505	18.6563	87.8365	112.257	107.588	39.6024	21.6178	445.101	25.9871	18.6248	275.292	1087.52	19.8535	49.3823	81.8468	311.971	130.643	25.7574	150.616	46.4468	42.3682	52.7772	72.3954	63.7628	62.4309	421.546	43.2078	62.4394	84.118	28.5058	40.0651	69.5134	16.2347	656.485	616.924	22.4699	34.193	96.3574	14.0525	10.9192	17.8867	48.6718	45.1581	23.5226	688.132	148.143	73.2183	104.868	24.4324	28.7371	319.687	97.1255	222.535	6.52157	353.762	13.593	122.519	85.6368	37.6097	373.989	47.1788	34.4229	519.029	343.355	341.759	665.258	344.555	192.286	81.6578	75.3963	58.8758	297.35	181.531	376.611	100.268
3520_c00086_vamb256_MEGAHIT.k21-141.HFi_501	0.673598	1.054e-07	0	0	0	0	0	0	0	0	0	0	0	0	0.456483	0.587685	0	0	0	0.494982	0	0	0	0	0	0	0.940976	0	0.654635	0	0	0.225376	0	1.76113	0	0.425453	0	0	0.343634	1.53113	0.68051	1.24529	0.236344	0.82786	0.59017	2.45393	0	3.91309	0	0.98946	0.230541	0	0	0	0.610376	0	0.18361	0.00561708	0	0	0	2.42617	0.532182	0	0	0	0	0	0	0	0	0	0	0	0.393144	0	0.86679	0	0	0	0	0	0	0	0	0	0	0	1.81446
3521_c00087_vamb256_MEGAHIT.k21-141.HFi_501	8.23386	9.3308	0	13.1097	0	12.416	4.56701	2.14663	0	4.09411	10.4864	5.48459	1.20988	0	5.23117	4.93885	0.763329	21.1564	25.7278	6.28047	1.88295	0	13.9361	4.94057	0	25.1244	4.69676	6.11107	9.66943	53.1414	12.2875	2.12498	14.5316	13.2606	16.6814	14.3021	5.39296	1.23145	4.55067	46.0088	8.66484	18.6053	10.04	6.44339	7.2141	10.2487	14.1096	38.8637	18.368	5.4527	5.04924	0	5.42761	2.65677	8.70449	14.6942	5.33067	6.45506	3.46699	8.66291	8.86255	12.9748	6.19372	1.44999	42.1889	13.8353	10.3907	0.680055	53.2826	11.727	16.242	8.60785	4.51837	0	7.4088	13.2034	69.4276	15.4835	2.2345	0	23.7379	1.51924	0	0	13.0482	46.0155	25.19	0	8.44912
3522_c00088_vamb256_MEGAHIT.k21-141.HFi_501	11.8412	6.06284	0	1.57313	4.42876	7.3595	1.96143	0	0	6.84272	12.2065	0.696108	0	0	4.01318	2.43088	0	22.1926	21.9547	4.40484	0	0	0	1.7294	0	1.23227	1.55686	5.31891	2.0309	47.9531	6.10141	1.63136	0	11.8444	15.1447	14.9966	0	0	2.13216	11.0823	2.81469	7.29742	3.17463	3.23732	1.83084	13.1951	0	17.9405	13.3869	1.02326	0.715236	0	0.550981	2.31165	0.631158	1.37362	1.89879	1.97918	0	0	0	3.76319	3.48528	0	24.183	0	0	0	17.831	0	0	0	1.22719	0	9.3908	6.87236	14.5276	0	0	0	22.552	0	0	0	0	0	7.74892	0	3.28561
3523_c00089_vamb256_MEGAHIT.k21-141.HFi_501	2.79453	11.3543	23.1912	40.829	42.1465	35.4008	3.57693	43.7133	0	8.3374	19.219	0	49.2747	33.9678	2.60398	2.13341	24.8709	7.18037	9.44742	3.02287	5.7516	21.0048	7.73973	2.77534	76.9676	30.4246	1.17115	2.03179	6.11103	57.8738	14.9593	1.63626	47.9545	15.0559	20.616	24.271	13.728	2.50776	4.27714	17.4672	0	3.87496	12.4015	4.50762	3.97872	4.58123	0	8.11701	12.4681	0.256585	2.63042	2.92358	0	1.54572	0	17.6825	1.71405	0	0	39.6547	30.4843	4.40356	6.25554	7.87372	8.93624	2.81734	17.6326	0	7.15377	0	28.6651	0	0	30.2554	4.07761	20.8488	31.1081	37.4417	0	12.9619	38.5438	21.5226	16.5178	0	14.0676	28.1118	6.99496	0	2.15065
3524_c00090_vamb256_MEGAHIT.k21-141.HFi_501	40.6319	0.929422	0	1.57465	6.67631	0.527251	10.2222	2.19166	10.7374	9.03454	16.4167	1.97629	0	6.81226	9.96974	10.0851	1.5587	41.7605	49.089	17.9538	0	2.6328	0	7.82704	4.57614	4.88621	6.45902	20.883	19.0643	35.3287	40.2282	8.43813	0	10.532	12.4284	13.7176	0	2.51466	22.8741	95.5368	6.36948	12.0886	1.68049	10.9771	15.3448	18.8856	0	142.437	113.482	10.0343	9.11191	0	1.66246	2.32493	3.17394	4.09181	13.9411	1.97711	0	2.94822	0	15.1393	8.85559	0	135.691	0	3.53619	0	120.751	0	0	0	1.84524	0	11.4487	2.2912	159.391	1.97602	0	3.24939	9.82616	0	0	0	0	2.34909	47.5404	0	38.2787
3525_c00091_vamb256_MEGAHIT.k21-141.HFi_501	33.3003	33.1347	14.6994	9.55527	184.699	36.7936	12.7205	39.8985	5.42976	6.40986	15.5789	5.32995	57.4669	37.8947	10.3232	12.6726	40.987	37.8661	26.1297	22.1664	1.94432	34.6156	2.6164	10.5546	158.921	7.41282	12.288	13.9088	9.64073	60.4005	46.8918	8.05995	8.27887	20.5082	13.9859	16.1529	5.56902	5.08659	23.4962	87.3443	5.72609	25.3258	3.90915	12.4078	16.4505	60.3984	17.4844	141.999	125.472	8.58742	11.3985	14.8251	1.12091	1.56754	1.92601	11.0359	18.5425	0.666522	10.7407	17.8905	7.03951	40.1925	8.58309	5.98872	94.5095	0	28.611	1.40438	81.3538	0	35.7795	3.33319	4.97655	3.83543	22.0134	17.4898	150.426	19.9848	0	16.4319	41.7389	18.8263	16.7521	14.7639	1.58522	30.8857	50.4457	7.17725	37.6229
3526_c00092_vamb256_MEGAHIT.k21-141.HFi_501	14.9605	37.8061	26.6042	17.6141	67.8915	58.6209	4.01213	15.6013	32.7575	14.5767	28.1633	6.02907	50.2455	31.1755	7.00038	5.90494	11.0956	52.7179	49.0429	9.01004	3.91	16.0642	7.8923	2.29936	40.6489	8.69588	3.98083	8.54655	12.4634	48.7565	35.3619	5.00554	18.7298	34.4594	32.299	26.3959	2.79983	10.2291	9.0867	105.246	8.63626	14.4888	5.10775	5.47189	13.1078	19.7243	5.86019	52.7659	53.7895	6.01813	3.90168	2.98134	3.94473	4.72841	10.9739	5.54832	6.7975	2.01054	10.7998	4.49718	26.897	19.8858	5.81602	9.03234	48.165	2.87283	14.384	1.41208	70.5132	8.11721	33.7276	1.11717	6.88031	19.2824	11.6425	29.2027	156.751	28.1323	15.0802	19.8267	45.2989	0	12.6333	14.8451	6.3758	33.4443	58.6481	21.6499	13.4321
3527_c00093_vamb256_MEGAHIT.k21-141.HFi_501	2.14223	0	0	0	0	0	0.731189	0	0	0	0.58205	0	0	0	0.725876	0	0	2.20173	0	0.950647	0	0	0	0.177289	0	0	0.997542	0	1.38808	3.42952	3.47498	0.238918	0	5.60113	2.346	3.15744	0	0	0.364322	4.8689	1.44275	2.20043	0.171299	0.219388	0.312824	3.12167	0	3.11116	5.88172	1.04909	0.244429	0	0	0	0	0	0.194671	0	0	0	0	0.642983	0.188054	0	2.60961	0	0	0	2.43718	0	0	0	0	0	0.41678	0	1.83764	0	0	0	0	0	0	0	0	0	2.38321	0	0.824303
3528_c00094_vamb256_MEGAHIT.k21-141.HFi_501	1.44261	0.478478	0	0	0	0	1.66181	0	0	0	0.293972	1.3565	0	0	2.44407	0.944011	0	0.741336	0.886688	4.27127	0	0	0	0.895399	0	0	0.201528	0.262224	2.10321	0.866043	2.8081	1.68934	0	2.82892	0.947895	0.455634	0	0	0.368015	3.27871	0	1.77819	0.785102	1.32963	0.63198	1.57662	0	3.14263	2.97061	0.794805	0.493815	0	0	0	0	0	1.37652	0.672524	0	0	0	1.29897	0.569868	0	3.954	0	0	0	1.23089	0	0	0	0	0	1.68399	0.314549	4.64053	0	0	0	0.674475	0	0	0	0	0	2.40732	0	3.05299
3529_c00095_vamb256_MEGAHIT.k21-141.HFi_501	4.34405	1.68096	3.00413	4.88202	4.5997	1.63467	1.4827	2.26505	0	4.18103	3.68844	0.68079	17.8721	7.04103	1.71727	1.89511	0	2.97647	6.23007	3.13251	0	2.72096	0	1.79751	14.2449	2.52508	2.02284	1.31605	2.81482	2.60786	7.75124	0.48448	2.11501	15.6175	12.8446	13.263	2.8455	0	2.95518	9.87295	2.1942	8.03192	1.38948	3.33654	1.2687	3.69259	0	18.9265	21.8662	1.86152	1.23918	0	0	0	1.31207	2.81946	2.36862	0	0	3.04694	1.43868	4.56345	2.09735	2.03983	2.64588	0	0	3.58761	4.94198	0	2.28515	1.13537	1.90699	0	3.38062	3.6309	12.1106	0	0	0	9.47806	0	0	0	6.47988	0	4.02725	0	4.17876
3530_c00096_vamb256_MEGAHIT.k21-141.HFi_501	9.55459	0.731316	0	0	0	0.737508	1.69327	0	0	1.27333	0.449319	0	0	0	1.74326	7.69529	0	7.55381	6.32426	5.13669	0	0	0	1.27728	0	0	6.9818	3.47358	4.28625	6.17699	2.86129	3.6886	0	8.64766	10.6244	11.607	0	0	3	16.7035	3.71232	9.96568	0	3.16119	2.89839	7.49696	0	29.8877	13.1184	0.809908	2.51597	0	0	0	5.32768	0	3.0057	0	0	0	0	7.27966	1.93555	0	20.1443	0	0	1.45674	27.5914	0	0	0	0.645278	0	4.28978	0.96154	23.6417	0	0	0	4.81074	0	0	0	0	0	20.4411	0	4.52474
3531_c00097_vamb256_MEGAHIT.k21-141.HFi_501	4.43204	2.45001	30.6494	3.32055	39.8883	4.81794	2.07997	11.5547	0	3.83929	8.88118	3.47279	33.8628	17.9602	3.5041	5.15608	3.28707	9.86945	5.44808	2.95003	0	27.7607	5.45549	4.03451	31.9727	10.3053	2.06382	2.95402	3.5899	16.8505	12.9407	4.20148	1.07894	36.6965	34.4608	34.5302	14.5162	15.9104	4.89962	20.1451	0	6.8291	2.65814	0.907744	1.61801	9.68753	6.07671	24.6744	16.2249	2.98468	1.01147	9.27457	0.584318	2.45122	3.34657	5.75344	2.01393	1.38973	18.6648	0	7.33912	9.97683	4.86326	0	36.4423	0	7.45695	1.46407	27.7301	0	2.33147	5.79189	1.94558	11.9961	12.0719	9.34178	22.8103	6.25053	0	10.2794	13.8142	0	13.1005	11.5453	3.30572	14.8622	5.75236	18.7061	4.83174
3532_c00098_vamb256_MEGAHIT.k21-141.HFi_501	3.71103	3.44642	0	0	0	3.16525	1.70993	0	0	1.00014	1.981	0	0	0	0.502981	1.61899	0	5.33974	1.8247	2.4701	0	0	0	2.57968	0	1.29434	1.03685	0.8095	2.16426	3.56442	2.16709	1.24164	0	4.8516	5.85222	4.68861	0	0	3.0296	3.37354	3.74885	2.74473	0.356117	0.91208	0.650301	2.16308	0	4.31159	4.07562	0.272636	0	0	0	1.64195	0.672515	0	0.202358	0	0	0	0	5.34642	0.586382	0	2.71233	0	0	0	0	0	0	0	0	0	4.33204	1.45652	6.68479	0	0	0	2.77606	0	0	0	0	0	4.95418	0	1.14231
3533_c00099_vamb256_MEGAHIT.k21-141.HFi_501	11.8775	47.0278	144.768	93.4374	391.431	57.2299	7.16599	181.149	142.228	33.9801	47.4788	10.4701	123.035	187.717	12.5769	9.28044	137.092	16.0222	21.9005	10.3764	65.1893	136.704	0	8.37486	277.499	120.396	6.42967	12.1448	28.7162	422.411	45.3923	5.21586	147.416	284.828	293.211	291.299	175.062	37.3091	17.8022	42.1771	13.1525	13.7262	74.6205	13.1814	20.8178	23.2575	12.214	50.68	42.808	11.4271	10.1652	62.1386	8.80835	16.4226	16.1434	36.1382	15.7587	26.5359	60.0249	156.206	82.6068	22.4768	15.0408	32.4171	42.049	50.8884	116.157	8.09237	35.4679	31.0143	234.307	55.8787	17.195	140.65	48.9612	274.524	98.3804	175.884	188.571	220.386	285.232	49.3181	70.2178	108.293	34.8831	199.149	30.3162	142.873	22.8505
3534_c00100_vamb256_MEGAHIT.k21-141.HFi_501	11.9032	2.71427	108.039	33.4426	226.858	9.70466	4.18964	86.1153	28.5071	5.29892	12.4316	0	154.782	376.249	3.78122	4.54383	48.0031	15.2922	2.74348	5.69456	30.6236	103.449	38.4612	3.50921	174.178	49.3008	2.49429	8.41314	4.33871	82.174	14.4812	4.97823	71.7194	38.9041	34.7071	34.7774	49.7084	34.7192	3.41632	28.7423	3.00612	7.33651	3.2126	4.57111	5.21464	4.33633	18.3606	12.9652	10.213	1.91295	5.34828	80.9552	1.17699	0.8229	0.674095	34.7679	4.46237	1.39965	37.5969	23.4815	42.871	8.03847	7.05312	10.4797	23.109	2.9999	63.8366	2.21178	11.425	19.7791	82.1849	4.66664	2.61263	72.4906	4.77645	4.37985	54.5611	52.4597	20.5939	176	43.8256	36.245	61.5738	81.3959	29.9646	94.8006	17.3804	45.2152	8.3012
3535_c00101_vamb256_MEGAHIT.k21-141.HFi_501	5577.25	4.20307	12.3717	5.0263	26.5363	8.28176	1570.21	6.99613	0	217.686	381.281	87.6119	10.6289	3.62495	2371.22	803.248	6.63422	2066.24	3276.68	4022.59	0	11.8063	3.04889	2095.43	19.8506	20.7994	874.937	532.794	595.582	473.238	1792.69	329.462	1.09444	51.65	75.9878	55.7376	5.85963	0	1682.26	1329.84	945.788	1758.28	49.8736	1443.66	1452.86	5311.64	0	8849.99	8217.26	689.207	736.974	3.11984	213.456	129.45	207.356	2.90307	1106.63	44.1759	0	4.74614	1.49004	2838.49	1021.98	0	8787.87	0	11.2875	221.562	11906.7	0	19.018	6.00793	235.602	0	1721.62	9.91481	2711.39	2.10254	1.2138	21.6781	196.56	9.9046	9.20861	11.651	0	12.8165	4354.52	7.55076	1876.34
